============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.14-s037_1
  Generated on:           Feb 06 2024  05:10:39 pm
  Module:                 cephalopode
  Operating conditions:   PVT_0P7V_25C 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                     Leakage    Dynamic     Total   
          Instance            Cells Power(nW)  Power(nW)  Power(nW) 
          inst_176                3     0.234      0.045      0.280 
          inst_232                1     0.234      1.378      1.611 
          inst_66                 3     0.233      0.042      0.275 
          inst_170                4     0.228      0.337      0.566 
          inst_78                 4     0.228      0.846      1.074 
          inst_51                 2     0.226      6.419      6.645 
          inst_143                3     0.222      0.000      0.223 
          inst_82                 4     0.213      0.755      0.968 
          inst_68                 2     0.203      0.042      0.245 
          inst_121                2     0.203      0.297      0.500 
          inst_113                2     0.203      0.278      0.481 
          inst_109                2     0.202      0.148      0.350 
          inst_107                2     0.202      0.274      0.476 
          inst_76                 2     0.201      0.045      0.246 
          inst_62                 2     0.199      0.111      0.309 
          inst_329                1     0.189      0.308      0.497 
          inst_364                1     0.189      0.397      0.586 
          inst_338                1     0.189      0.548      0.737 
          inst_303                1     0.189      0.341      0.530 
          inst_324                1     0.189      0.421      0.609 
          inst_64                 2     0.187      0.000      0.187 
          inst_150                2     0.187      0.000      0.187 
          inst_162                3     0.175      0.000      0.175 
          inst_158                3     0.175      0.043      0.217 
          inst_89                 3     0.175      0.557      0.732 
          inst_91                 3     0.175      0.263      0.438 
          inst_97                 3     0.175      0.517      0.692 
          inst_57                 3     0.175      0.483      0.658 
          inst_172                3     0.175      0.042      0.217 
          inst_133                3     0.174      0.087      0.262 
          inst_105                1     0.172      0.409      0.581 
          inst_177                1     0.169      0.000      0.169 
          inst_102                1     0.169      0.079      0.248 
          inst_336                1     0.169      0.280      0.449 
          inst_181                1     0.167      4.371      4.538 
          inst_373                1     0.166      0.506      0.672 
          inst_322                1     0.166      0.407      0.573 
          inst_146                3     0.160      0.000      0.160 
          inst_80                 3     0.159      0.574      0.733 
          inst_148                3     0.158      0.083      0.242 
          inst_60                 1     0.154      0.006      0.160 
          inst_138                2     0.152      0.003      0.155 
          inst_117                2     0.140      0.133      0.273 
          inst_95                 1     0.136      0.208      0.344 
          inst_72                 2     0.135      0.000      0.135 
          inst_240                1     0.134      1.466      1.600 
          inst_363                1     0.131     10.245     10.376 
          inst_328                1     0.131      6.193      6.323 
          inst_307                1     0.131      3.115      3.246 
          inst_229                1     0.131      0.504      0.635 
          inst_323                1     0.131      4.811      4.941 
          inst_342                1     0.131      6.213      6.344 
          inst_368                1     0.131      2.054      2.185 
          inst_374                1     0.131      1.983      2.114 
          inst_17                 1     0.131      1.173      1.303 
          inst_317                1     0.131      1.939      2.070 
          inst_319                1     0.131      2.547      2.677 
          inst_333                1     0.131      1.452      1.583 
          inst_253                1     0.130      0.395      0.525 
          inst_228                1     0.130      0.000      0.130 
          inst_123                1     0.130      2.850      2.980 
          inst_224                1     0.129      0.000      0.129 
          inst_337                1     0.125      2.529      2.654 
          inst_261                1     0.125      3.080      3.206 
          inst_237                1     0.125      0.000      0.125 
          inst_154                2     0.122      0.000      0.122 
          inst_87                 2     0.121      0.188      0.309 
          inst_74                 2     0.105      0.044      0.149 
          inst_119                2     0.105      0.217      0.322 
          inst_399                2     0.087      0.378      0.464 
            inst_1                2     0.087      0.378      0.464 
          inst_182                1     0.075      2.615      2.691 
          inst_207                1     0.072      1.508      1.580 
          inst_241                1     0.071      0.417      0.488 
          inst_247                1     0.071      0.014      0.085 
          inst_212                1     0.069      0.000      0.069 
        inst_1                  786    50.182   2877.766   2927.948 
          inst_1                610    35.132    117.587    152.720 
            inst_324             10     1.223      0.593      1.817 
            inst_954              2     0.436      0.000      0.436 
            inst_1071             2     0.436      0.000      0.436 
            inst_826              8     0.413      0.810      1.223 
            inst_1627             8     0.413      0.810      1.222 
            inst_854              9     0.381      1.118      1.499 
            inst_1654             9     0.380      1.118      1.498 
            inst_775              7     0.355      0.352      0.707 
            inst_1585             7     0.355      0.352      0.706 
            inst_800              7     0.336      1.117      1.453 
            inst_1169             7     0.336      1.117      1.453 
            inst_1046             7     0.336      1.117      1.453 
            inst_751              7     0.330      1.200      1.530 
            inst_1562             7     0.330      1.200      1.530 
            inst_728              7     0.324      1.052      1.375 
            inst_1465             7     0.323      1.052      1.375 
            inst_1487             1     0.262      0.537      0.799 
            inst_646              6     0.262      0.813      1.075 
            inst_1360             6     0.262      0.813      1.074 
            inst_665              6     0.253      1.138      1.392 
            inst_685              6     0.247      0.779      1.026 
            inst_706              6     0.246      0.936      1.182 
            inst_1410             6     0.246      0.779      1.025 
            inst_1444             6     0.246      0.936      1.182 
            inst_1391             6     0.238      0.820      1.057 
            inst_506              6     0.233      0.896      1.129 
            inst_1610             6     0.232      0.878      1.111 
            inst_1120             6     0.232      0.878      1.110 
            inst_1000             6     0.232      0.878      1.110 
            inst_597              5     0.230      0.816      1.046 
            inst_69               1     0.227      0.000      0.227 
            inst_110              1     0.227      0.049      0.276 
            inst_207              1     0.227      0.000      0.227 
            inst_263              1     0.227      0.021      0.249 
            inst_883              1     0.227      0.019      0.246 
            inst_1195             1     0.227      0.019      0.247 
            inst_156              1     0.227      0.127      0.355 
            inst_33               1     0.227      0.601      0.828 
            inst_612              5     0.220      0.740      0.960 
            inst_157              3     0.217      0.333      0.550 
            inst_1682             3     0.217      0.130      0.347 
            inst_1520             3     0.216      1.255      1.472 
            inst_940              5     0.215      0.310      0.525 
            inst_926              5     0.215      0.427      0.643 
            inst_167              3     0.215      0.132      0.347 
            inst_120              3     0.215      0.026      0.241 
            inst_1704             3     0.215      2.303      2.518 
            inst_1728             3     0.215      2.628      2.842 
            inst_111              3     0.215      0.077      0.292 
            inst_355              5     0.215      0.591      0.806 
            inst_197              3     0.215      0.293      0.507 
            inst_325              5     0.214      0.645      0.859 
            inst_177              3     0.214      0.132      0.346 
            inst_252              3     0.214      0.494      0.708 
            inst_1692             3     0.214      0.407      0.622 
            inst_187              3     0.214      0.103      0.318 
            inst_424              3     0.214      0.026      0.240 
            inst_459              5     0.214      0.611      0.825 
            inst_1431             5     0.213      0.584      0.798 
            inst_129              3     0.213      0.026      0.239 
            inst_1715             3     0.213      0.497      0.710 
            inst_1740             3     0.213      0.593      0.806 
            inst_385              5     0.213      0.400      0.613 
            inst_241              3     0.213      0.272      0.485 
            inst_584              3     0.212      0.001      0.213 
            inst_219              3     0.212      0.001      0.213 
            inst_208              3     0.211      0.001      0.212 
            inst_230              3     0.211      0.001      0.212 
            inst_434              3     0.211      0.073      0.283 
            inst_1332             3     0.211      0.069      0.279 
            inst_312              3     0.210      0.001      0.211 
            inst_300              3     0.210      0.001      0.211 
            inst_1331             1     0.209      0.000      0.209 
            inst_1378             1     0.209      0.000      0.209 
            inst_1430             1     0.209      0.000      0.209 
            inst_1546             1     0.209      0.000      0.209 
            inst_1609             1     0.209      0.000      0.209 
            inst_1276             1     0.209      0.368      0.576 
            inst_14               1     0.209      0.122      0.331 
            inst_1302             1     0.209      0.676      0.885 
            inst_1                1     0.208      0.488      0.696 
            inst_898              5     0.203      0.829      1.032 
            inst_473              5     0.199      0.457      0.657 
            inst_1547             5     0.199      0.448      0.647 
            inst_628              5     0.199      0.860      1.058 
            inst_368              5     0.199      0.705      0.904 
            inst_338              5     0.198      0.813      1.011 
            inst_1343             5     0.198      0.745      0.943 
            inst_1502             5     0.198      0.726      0.924 
            inst_398              5     0.197      0.627      0.824 
            inst_567              5     0.196      0.344      0.540 
            inst_537              5     0.195      0.394      0.590 
            inst_1488             5     0.193      0.560      0.753 
            inst_884              5     0.189      0.670      0.860 
            inst_912              5     0.186      0.497      0.683 
            inst_1212             5     0.184      0.497      0.681 
            inst_1196             5     0.183      0.567      0.750 
            inst_970              5     0.183      0.471      0.653 
            inst_1088             5     0.183      0.471      0.653 
            inst_955              5     0.182      0.532      0.715 
            inst_1072             5     0.182      0.532      0.715 
            inst_1228             5     0.182      0.419      0.601 
            inst_489              5     0.182      0.475      0.657 
            inst_1260             5     0.182      0.344      0.526 
            inst_1244             5     0.181      0.345      0.526 
            inst_985              5     0.181      0.392      0.573 
            inst_1104             5     0.181      0.392      0.573 
            inst_1031             5     0.181      0.344      0.525 
            inst_1153             5     0.181      0.344      0.525 
            inst_1016             5     0.180      0.345      0.525 
            inst_1137             5     0.180      0.345      0.525 
            inst_1753             1     0.169      0.575      0.745 
            inst_1703             1     0.169      0.294      0.463 
            inst_1727             1     0.169      0.864      1.033 
            inst_9                2     0.156      1.157      1.313 
            inst_1532             4     0.152      0.845      0.997 
            inst_276              4     0.151      0.343      0.493 
            inst_264              4     0.151      0.397      0.547 
            inst_288              4     0.149      0.255      0.404 
            inst_27               2     0.147      0.188      0.335 
            inst_15               2     0.146      0.114      0.259 
            inst_62               2     0.145      0.494      0.639 
            inst_21               2     0.145      0.001      0.146 
            inst_55               2     0.144      0.513      0.657 
            inst_41               2     0.144      0.261      0.405 
            inst_34               2     0.143      0.162      0.305 
            inst_48               2     0.142      0.002      0.144 
            inst_1312             2     0.142      0.503      0.645 
            inst_1285             2     0.142      0.156      0.298 
            inst_102              2     0.141      0.001      0.142 
            inst_1303             2     0.141      0.111      0.253 
            inst_554              4     0.141      0.240      0.381 
            inst_94               2     0.141      0.001      0.142 
            inst_1321             2     0.141      0.234      0.375 
            inst_1277             2     0.141      0.111      0.252 
            inst_78               2     0.141      0.360      0.501 
            inst_1293             2     0.141      0.137      0.278 
            inst_446              4     0.141      0.622      0.763 
            inst_524              4     0.141      0.242      0.383 
            inst_138              2     0.140      0.091      0.231 
            inst_70               2     0.140      0.399      0.539 
            inst_147              2     0.140      0.103      0.243 
            inst_415              2     0.140      0.399      0.539 
            inst_1379             4     0.140      0.351      0.490 
            inst_86               2     0.139      0.001      0.141 
            inst_4                1     0.130      0.008      0.137 
            inst_5                1     0.082      0.000      0.083 
          inst_2                 75     9.342   2722.217   2731.559 
            inst_2               49     7.067   2707.250   2714.317 
            inst_1               26     2.276     14.966     17.242 
              inst_1             26     2.276     14.966     17.242 
          inst_28               100     5.500     26.597     32.097 
            inst_1              100     5.500     26.597     32.097 
          inst_29                 1     0.207     11.365     11.572 
        inst_3                  570    36.784    330.515    367.298 
          inst_1                509    29.951     76.692    106.643 
            inst_286             10     1.223      0.580      1.803 
            inst_879              2     0.436      0.000      0.436 
            inst_989              2     0.436      0.000      0.436 
            inst_758              8     0.417      1.033      1.450 
            inst_785              8     0.413      0.869      1.282 
            inst_1081             7     0.356      0.309      0.665 
            inst_965              7     0.356      0.309      0.665 
            inst_733              7     0.355      0.309      0.664 
            inst_709              7     0.330      1.315      1.645 
            inst_686              7     0.324      1.131      1.455 
            inst_604              6     0.263      0.915      1.178 
            inst_1287             6     0.263      0.915      1.178 
            inst_1378             1     0.261      0.381      0.643 
            inst_623              6     0.253      0.900      1.153 
            inst_664              6     0.248      0.602      0.850 
            inst_1357             6     0.248      0.602      0.850 
            inst_643              6     0.247      0.925      1.172 
            inst_1337             6     0.247      0.926      1.172 
            inst_1305             6     0.237      0.841      1.078 
            inst_554              5     0.231      0.691      0.922 
            inst_56               1     0.227      0.000      0.227 
            inst_92               1     0.227      0.026      0.254 
            inst_179              1     0.227      0.000      0.227 
            inst_230              1     0.227      0.012      0.239 
            inst_813              1     0.227      0.012      0.239 
            inst_1106             1     0.227      0.012      0.239 
            inst_133              1     0.227      0.097      0.324 
            inst_25               1     0.227      0.459      0.686 
            inst_528              3     0.219      0.249      0.469 
            inst_299              5     0.219      0.634      0.853 
            inst_190              3     0.219      0.034      0.252 
            inst_180              3     0.219      0.034      0.252 
            inst_388              3     0.219      0.370      0.588 
            inst_1232             3     0.218      0.061      0.279 
            inst_200              3     0.218      0.034      0.252 
            inst_1409             3     0.218      0.735      0.952 
            inst_143              3     0.217      0.002      0.218 
            inst_275              3     0.216      0.087      0.303 
            inst_264              3     0.216      0.087      0.303 
            inst_827              5     0.216      0.358      0.574 
            inst_814              5     0.216      0.340      0.555 
            inst_134              3     0.215      0.129      0.344 
            inst_210              3     0.215      0.001      0.215 
            inst_840              5     0.214      0.280      0.495 
            inst_220              3     0.214      0.001      0.215 
            inst_152              3     0.214      0.001      0.215 
            inst_1420             3     0.212      0.267      0.479 
            inst_231              3     0.212      0.066      0.278 
            inst_242              3     0.211      0.042      0.254 
            inst_253              3     0.211      0.042      0.253 
            inst_399              3     0.211      0.293      0.504 
            inst_500              3     0.211      0.001      0.212 
            inst_1276             3     0.211      0.293      0.504 
            inst_472              3     0.210      0.001      0.211 
            inst_1231             1     0.209      0.000      0.209 
            inst_1275             1     0.209      0.000      0.209 
            inst_1324             1     0.209      0.000      0.209 
            inst_1182             1     0.209      0.209      0.418 
            inst_9                1     0.209      0.080      0.288 
            inst_1205             1     0.209      0.464      0.673 
            inst_569              5     0.201      0.987      1.188 
            inst_1392             5     0.201      0.533      0.734 
            inst_327              5     0.201      0.651      0.852 
            inst_1242             5     0.201      0.869      1.070 
            inst_1107             5     0.201      0.573      0.774 
            inst_880              5     0.200      0.548      0.748 
            inst_990              5     0.200      0.548      0.748 
            inst_355              5     0.200      0.282      0.482 
            inst_586              5     0.200      0.823      1.023 
            inst_512              5     0.199      0.235      0.434 
            inst_1258             5     0.198      0.823      1.022 
            inst_484              5     0.198      0.400      0.599 
            inst_1167             5     0.198      0.168      0.366 
            inst_1152             5     0.198      0.168      0.366 
            inst_455              5     0.196      0.496      0.692 
            inst_1035             5     0.194      0.328      0.521 
            inst_424              5     0.187      0.614      0.801 
            inst_1122             5     0.185      0.556      0.740 
            inst_894              5     0.184      0.538      0.722 
            inst_1005             5     0.184      0.538      0.722 
            inst_439              5     0.184      0.418      0.602 
            inst_1137             5     0.184      0.260      0.444 
            inst_908              5     0.183      0.242      0.425 
            inst_1020             5     0.183      0.242      0.425 
            inst_951              5     0.183      0.168      0.350 
            inst_1066             5     0.183      0.168      0.350 
            inst_937              5     0.182      0.168      0.350 
            inst_1051             5     0.182      0.168      0.350 
            inst_922              5     0.181      0.328      0.509 
            inst_4                1     0.169      0.008      0.177 
            inst_540              4     0.167      0.616      0.783 
            inst_3                1     0.153      0.000      0.153 
            inst_287              4     0.151      0.489      0.640 
            inst_866              4     0.151      0.314      0.465 
            inst_411              4     0.149      0.418      0.567 
            inst_44               2     0.149      0.336      0.485 
            inst_15               2     0.149      0.194      0.343 
            inst_1214             2     0.148      0.944      1.092 
            inst_10               2     0.148      0.000      0.148 
            inst_50               2     0.147      0.000      0.148 
            inst_32               2     0.147      0.277      0.424 
            inst_26               2     0.147      0.154      0.301 
            inst_1190             2     0.146      0.346      0.492 
            inst_1206             2     0.145      0.249      0.393 
            inst_1183             2     0.145      0.131      0.276 
            inst_1222             2     0.145      0.841      0.986 
            inst_38               2     0.144      0.160      0.304 
            inst_1197             2     0.144      0.728      0.873 
            inst_125              2     0.144      0.675      0.819 
            inst_85               2     0.144      0.001      0.144 
            inst_315              4     0.143      0.448      0.592 
            inst_78               2     0.143      0.001      0.144 
            inst_853              4     0.142      0.301      0.444 
            inst_57               2     0.142      0.005      0.147 
            inst_117              2     0.142      0.372      0.514 
            inst_1325             4     0.142      0.205      0.347 
            inst_64               2     0.142      0.014      0.156 
            inst_1379             4     0.142      0.320      0.462 
            inst_371              2     0.141      0.005      0.146 
            inst_170              2     0.141      0.112      0.253 
            inst_71               2     0.141      0.001      0.142 
            inst_161              2     0.141      0.085      0.226 
            inst_101              2     0.141      0.482      0.623 
            inst_93               2     0.141      0.490      0.631 
            inst_379              2     0.141      0.482      0.623 
            inst_343              4     0.140      0.147      0.288 
            inst_109              2     0.140      0.199      0.340 
            inst_5                1     0.074      0.438      0.511 
            inst_20               1     0.071      0.107      0.178 
          inst_35                 8     0.876      2.088      2.965 
            inst_1                8     0.876      2.088      2.965 
          inst_64                 6     0.751      0.872      1.623 
          inst_104                4     0.360    108.277    108.637 
            inst_1                2     0.272    107.774    108.046 
            inst_2                2     0.088      0.503      0.591 
              inst_1              2     0.088      0.503      0.591 
          inst_107                4     0.360    108.823    109.183 
            inst_1                2     0.272    108.110    108.382 
            inst_2                2     0.088      0.713      0.802 
              inst_1              2     0.088      0.713      0.802 
          inst_51                 1     0.209      0.000      0.209 
          inst_38                 1     0.207      2.070      2.277 
          inst_60                 1     0.169      0.043      0.212 
          inst_43                 1     0.169      0.743      0.913 
          inst_7                  1     0.169      1.474      1.643 
          inst_109                1     0.169      0.585      0.754 
          inst_75                 1     0.167      0.709      0.876 
          inst_46                 1     0.166      2.882      3.048 
          inst_73                 1     0.166      0.484      0.650 
          inst_77                 1     0.166      0.608      0.774 
          inst_50                 1     0.166      0.000      0.166 
          inst_48                 1     0.166      0.000      0.166 
          inst_79                 1     0.166      0.371      0.537 
          inst_52                 2     0.142      0.002      0.144 
          inst_74                 1     0.135      0.703      0.838 
          inst_80                 1     0.135      0.383      0.518 
          inst_101                1     0.130      1.246      1.376 
          inst_106                1     0.130      0.787      0.917 
          inst_110                1     0.130      1.122      1.252 
          inst_76                 1     0.130      0.576      0.706 
          inst_78                 1     0.130      0.346      0.476 
          inst_59                 1     0.130      0.030      0.159 
          inst_63                 1     0.126      0.002      0.128 
          inst_103                1     0.126      0.002      0.128 
          inst_41                 1     0.126      1.063      1.188 
          inst_69                 1     0.075      0.371      0.446 
          inst_44                 1     0.071     11.371     11.442 
        inst_4                  314    34.879   7807.747   7842.626 
          inst_3                122    13.583   3256.423   3270.006 
            inst_2              114    12.740   3136.694   3149.434 
              inst_1            114    12.740   3136.694   3149.434 
                inst_1           85    10.186   3056.691   3066.876 
                  inst_2         56     7.631   3015.368   3022.999 
                  inst_1         29     2.554     41.323     43.877 
                    inst_1       29     2.554     41.323     43.877 
                inst_2           29     2.554     80.003     82.558 
            inst_1                8     0.843    119.729    120.572 
              inst_1              8     0.843    119.729    120.572 
                inst_5            4     0.360    111.042    111.402 
                  inst_1          2     0.272    108.902    109.173 
                  inst_2          2     0.088      2.140      2.228 
                    inst_1        2     0.088      2.140      2.228 
                inst_2            1     0.169      3.506      3.675 
                inst_4            1     0.130      1.803      1.934 
                inst_6            1     0.130      3.378      3.508 
          inst_5                 90    10.050   2164.100   2174.151 
            inst_2               82     9.208   2057.317   2066.525 
              inst_1             82     9.208   2057.317   2066.525 
                inst_1           61     7.383   2057.317   2064.700 
                  inst_2         40     5.557   2057.317   2062.874 
                  inst_1         21     1.826      0.000      1.826 
                    inst_1       21     1.826      0.000      1.826 
                inst_2           21     1.826      0.000      1.826 
            inst_1                8     0.842    106.783    107.625 
              inst_1              8     0.842    106.783    107.625 
                inst_5            4     0.360    106.783    107.143 
                  inst_1          2     0.272    106.783    107.054 
                  inst_2          2     0.088      0.000      0.088 
                    inst_1        2     0.088      0.000      0.088 
                inst_2            1     0.169      0.000      0.169 
                inst_4            1     0.130      0.000      0.130 
                inst_6            1     0.130      0.000      0.130 
          inst_8                 90    10.050   2164.091   2174.141 
            inst_2               82     9.208   2057.317   2066.525 
              inst_1             82     9.208   2057.317   2066.525 
                inst_1           61     7.383   2057.317   2064.700 
                  inst_2         40     5.557   2057.317   2062.874 
                  inst_1         21     1.825      0.000      1.825 
                    inst_1       21     1.825      0.000      1.825 
                inst_2           21     1.825      0.000      1.825 
            inst_1                8     0.842    106.774    107.616 
              inst_1              8     0.842    106.774    107.616 
                inst_5            4     0.360    106.773    107.133 
                  inst_1          2     0.272    106.773    107.045 
                  inst_2          2     0.088      0.000      0.088 
                    inst_1        2     0.088      0.000      0.088 
                inst_2            1     0.169      0.000      0.169 
                inst_4            1     0.130      0.000      0.130 
                inst_6            1     0.130      0.000      0.130 
          inst_1                 12     1.196    223.133    224.328 
            inst_2                4     0.360    107.764    108.124 
              inst_1              2     0.272    107.517    107.789 
              inst_2              2     0.088      0.247      0.335 
                inst_1            2     0.088      0.247      0.335 
            inst_3                4     0.360    108.400    108.760 
              inst_1              2     0.272    107.911    108.183 
              inst_2              2     0.088      0.489      0.577 
                inst_1            2     0.088      0.489      0.577 
            inst_7                1     0.166      0.377      0.543 
            inst_8                1     0.130      0.756      0.886 
            inst_4                1     0.126      5.689      5.815 
    inst_8                     1360   136.834  20146.863  20283.697 
      inst_1                   1360   136.834  20146.863  20283.697 
        inst_2                  804    80.769  10764.780  10845.549 
          inst_4                 85    10.184   3233.971   3244.156 
            inst_2               56     7.625   3101.270   3108.895 
            inst_1               29     2.559    132.701    135.261 
              inst_1             29     2.559    132.701    135.261 
          inst_1                105     9.486    206.542    216.028 
            inst_76               2     0.443     14.231     14.675 
            inst_207              2     0.434     19.356     19.790 
            inst_269              1     0.247      3.939      4.186 
            inst_21               1     0.227      0.322      0.549 
            inst_123              3     0.214      0.172      0.387 
            inst_147              3     0.214      0.988      1.202 
            inst_322              1     0.213      4.176      4.390 
            inst_43               1     0.208      1.518      1.726 
            inst_297              1     0.206      3.684      3.891 
            inst_172              1     0.202      5.178      5.380 
            inst_193              1     0.169      0.071      0.240 
            inst_250              1     0.169      0.018      0.187 
            inst_156              1     0.169      8.160      8.329 
            inst_201              1     0.169      5.799      5.968 
            inst_11               1     0.169      3.111      3.280 
            inst_75               1     0.169      2.962      3.131 
            inst_296              1     0.169      2.215      2.384 
            inst_314              2     0.148      3.321      3.469 
            inst_228              2     0.145      1.365      1.510 
            inst_289              2     0.145      1.097      1.242 
            inst_163              2     0.145      0.695      0.840 
            inst_58               2     0.145      2.044      2.189 
            inst_222              2     0.145      0.662      0.807 
            inst_103              2     0.145      5.192      5.337 
            inst_28               2     0.144      0.005      0.150 
            inst_81               2     0.144      2.928      3.072 
            inst_262              2     0.143      0.000      0.144 
            inst_67               2     0.143      0.943      1.086 
            inst_87               2     0.143      1.979      2.122 
            inst_52               2     0.142      1.121      1.264 
            inst_33               2     0.142      0.086      0.228 
            inst_242              2     0.142      0.051      0.193 
            inst_139              2     0.140      7.713      7.854 
            inst_108              2     0.140      0.304      0.444 
            inst_94               2     0.140      0.116      0.256 
            inst_115              2     0.138      5.998      6.136 
            inst_209              1     0.131      0.056      0.187 
            inst_4                1     0.130      2.686      2.816 
            inst_42               1     0.125      0.110      0.236 
            inst_12               1     0.075      0.663      0.738 
            inst_210              1     0.074      1.323      1.397 
            inst_271              1     0.074      4.334      4.408 
            inst_173              1     0.074      0.042      0.116 
            inst_176              1     0.074      4.027      4.100 
            inst_22               1     0.073      0.185      0.258 
            inst_194              1     0.073      3.883      3.956 
            inst_238              1     0.072      0.013      0.085 
            inst_213              1     0.071      0.302      0.374 
            inst_275              1     0.071      0.445      0.516 
            inst_16               1     0.071      0.360      0.430 
            inst_202              1     0.071      0.510      0.580 
            inst_77               1     0.071      4.023      4.093 
            inst_44               1     0.070      0.007      0.077 
            inst_251              1     0.070      0.019      0.089 
            inst_188              1     0.070      0.014      0.084 
            inst_217              1     0.069      0.615      0.684 
            inst_180              1     0.069      0.301      0.370 
            inst_197              1     0.069      0.214      0.283 
            inst_157              1     0.069      0.764      0.833 
            inst_5                1     0.069      0.554      0.622 
            inst_280              1     0.069      0.815      0.883 
            inst_24               1     0.069      0.028      0.097 
            inst_47               1     0.069      0.454      0.523 
            inst_133              1     0.068      0.015      0.084 
            inst_256              1     0.068      0.036      0.105 
          inst_3                 49     5.866   1877.888   1883.754 
            inst_2               32     4.361   1764.314   1768.675 
            inst_1               17     1.505    113.574    115.079 
              inst_1             17     1.505    113.574    115.079 
          inst_2                 49     5.850   1703.581   1709.430 
            inst_2               32     4.359   1702.617   1706.977 
            inst_1               17     1.490      0.963      2.454 
              inst_1             17     1.490      0.963      2.454 
          inst_55                58     5.435    214.545    219.980 
            inst_1               58     5.435    214.545    219.980 
          inst_65                77     4.042     26.381     30.423 
            inst_1               77     4.042     26.381     30.423 
          inst_110               29     3.603     46.219     49.822 
            inst_1               29     3.603     46.219     49.822 
          inst_121               28     3.563      1.847      5.410 
          inst_106               28     3.544      1.261      4.805 
          inst_7                 28     3.436   1081.487   1084.923 
            inst_2               18     2.251   1081.157   1083.409 
            inst_1               10     1.184      0.330      1.514 
              inst_1             10     1.184      0.330      1.514 
          inst_49                57     3.181    102.588    105.769 
            inst_1               57     3.181    102.588    105.769 
          inst_5                 25     2.963    995.496    998.459 
            inst_2               16     2.181    916.874    919.055 
            inst_1                9     0.782     78.622     79.404 
              inst_1              9     0.782     78.622     79.404 
          inst_6                 25     2.956    932.223    935.179 
            inst_2               16     2.180    888.763    890.943 
            inst_1                9     0.776     43.460     44.236 
              inst_1              9     0.776     43.460     44.236 
          inst_67                16     2.037      0.273      2.310 
          inst_47                30     1.708     24.159     25.867 
            inst_1               30     1.708     24.159     25.867 
          inst_10                17     1.509      0.801      2.310 
          inst_42                17     1.505      1.110      2.616 
          inst_40                10     1.255      0.115      1.370 
          inst_118                8     1.025      2.612      3.637 
          inst_115                8     1.022      2.751      3.774 
          inst_103                8     1.020      1.802      2.822 
          inst_100                8     1.017      1.657      2.674 
          inst_112               10     0.904     23.691     24.595 
            inst_1               10     0.904     23.691     24.595 
          inst_90                 2     0.434      4.368      4.802 
          inst_19                 2     0.415      0.331      0.746 
          inst_21                 2     0.407      0.111      0.518 
          inst_75                 2     0.405      1.581      1.986 
          inst_84                 1     0.247      2.694      2.941 
          inst_68                 1     0.212      2.856      3.069 
          inst_38                 2     0.170      6.143      6.313 
          inst_30                 3     0.163     33.864     34.027 
          inst_27                 3     0.161      9.604      9.765 
          inst_83                 1     0.132     40.929     41.061 
          inst_97                 1     0.131     62.359     62.490 
          inst_74                 1     0.130     21.489     21.620 
          inst_89                 1     0.129     88.088     88.218 
          inst_8                  1     0.127      0.517      0.644 
          inst_35                 2     0.127      4.471      4.598 
          inst_41                 1     0.126      0.571      0.698 
          inst_108                2     0.088      1.491      1.579 
            inst_1                2     0.088      1.491      1.579 
        inst_4                  282    31.255   7568.457   7599.712 
          inst_8                122    13.592   3670.484   3684.076 
            inst_2              114    12.747   3503.106   3515.853 
              inst_1            114    12.747   3503.106   3515.853 
                inst_1           85    10.186   3277.590   3287.776 
                  inst_2         56     7.625   3105.737   3113.363 
                  inst_1         29     2.561    171.853    174.414 
                    inst_1       29     2.561    171.853    174.414 
                inst_2           29     2.560    225.516    228.077 
            inst_1                8     0.845    167.378    168.223 
              inst_1              8     0.845    167.378    168.223 
                inst_5            4     0.360    127.606    127.966 
                  inst_1          2     0.272    117.150    117.422 
                  inst_2          2     0.088     10.456     10.544 
                    inst_1        2     0.088     10.456     10.544 
                inst_2            1     0.168     17.960     18.129 
                inst_4            1     0.133      5.576      5.709 
                inst_6            1     0.130     16.236     16.366 
          inst_4                 74     8.236   1853.326   1861.562 
            inst_2               66     7.394   1740.930   1748.324 
              inst_1             66     7.394   1740.930   1748.324 
                inst_1           49     5.879   1723.840   1729.720 
                  inst_2         32     4.365   1710.681   1715.045 
                  inst_1         17     1.515     13.160     14.674 
                    inst_1       17     1.515     13.160     14.674 
                inst_2           17     1.515     17.090     18.605 
            inst_1                8     0.842    112.396    113.238 
              inst_1              8     0.842    112.396    113.238 
                inst_5            4     0.360    108.509    108.869 
                  inst_1          2     0.272    107.638    107.910 
                  inst_2          2     0.088      0.870      0.959 
                    inst_1        2     0.088      0.870      0.959 
                inst_2            1     0.169      1.571      1.741 
                inst_4            1     0.131      0.959      1.090 
                inst_6            1     0.128      1.357      1.485 
          inst_6                 74     8.224   1830.435   1838.659 
            inst_2               66     7.382   1720.301   1727.684 
              inst_1             66     7.382   1720.301   1727.684 
                inst_1           49     5.874   1711.205   1717.079 
                  inst_2         32     4.366   1704.185   1708.551 
                  inst_1         17     1.508      7.020      8.528 
                    inst_1       17     1.508      7.020      8.528 
                inst_2           17     1.508      9.097     10.605 
            inst_1                8     0.841    110.134    110.975 
              inst_1              8     0.841    110.134    110.975 
                inst_5            4     0.360    107.841    108.201 
